station_source_id,charger_source_id,station_name,address,charge_type,status_name,operator_name
5628,,강원대학교,강원특별자치도 춘천시 효자동 192-1,,,
3714,,강원도개발공사,강원특별자치도 춘천시 석사동 322-1,,,
3716,,강원도교육연수원,강원특별자치도 강릉시 초당동 57-18,,,
4605,,강원도립대학,강원특별자치도 강릉시 주문진읍 교항리 8-2,,,
4970,,강원도환동해본부,강원특별자치도 강릉시 주문진읍 교항리 118-1,,,
2446,,강원랜드,강원특별자치도 정선군 사북읍 사북리 424,,,
2102,,강원양돈농협 하나로마트,강원특별자치도 강릉시 교동 1888-3,,,
4971,,강원영동병무지청,강원특별자치도 강릉시 노암동 200-11,,,
5492,,강원지방기상청,강원특별자치도 강릉시 사천면 방동리 807-1,,,
5491,,강원지방기상청 춘천기상대,"강원특별자치도 춘천시 신북읍 장본1길 12 (산천리, 춘천기상대)",,,
43,,강원직할,강원특별자치도 춘천시 후평동 95,,,
8026,,강원직할(공용),강원특별자치도 춘천시 후평동 95,,,
5230,,강원테크노파크,강원특별자치도 강릉시 대전동 898-2,,,
5771,,강원혈액원,강원특별자치도 춘천시 퇴계동 862-3,,,
925,1,강일리버파크 6단지,서울특별시 강동구 강일동 아리수로94길 19,급속,이용제한,한국전력공사
2346,1,강일리버파크10단지,서울특별시 강동구 강일동 고덕로97길 20,급속,이용제한,한국전력공사
3247,1,강일리버파크11단지,서울특별시 강동구 강일동 고덕로97길 100,완속,이용제한,한국전력공사
1800,1,강일리버파크3단지,서울특별시 강동구 강일동 아리수로93길 40,급속,이용제한,한국전력공사
1800,2,강일리버파크3단지,서울특별시 강동구 강일동 아리수로93길 40,완속,이용제한,한국전력공사
520,1,강일리버파크7단지 아파트,서울특별시 강동구 아리수로98길 25,급속,이용제한,한국전력공사
520,2,강일리버파크7단지 아파트,서울특별시 강동구 아리수로98길 25,완속,이용제한,한국전력공사
1210,1,강정상록 아파트,제주특별자치도 서귀포시 강정동 신서로 55,급속,이용제한,한국전력공사
1210,2,강정상록 아파트,제주특별자치도 서귀포시 강정동 신서로 55,완속,이용제한,한국전력공사
